Date,Open,High,Low,Close,Volume
2023-01-06,99.21,101.19,99.03,100.91,16270200
2023-01-09,101.16,102.07,100.33,100.46,12846700
2023-01-10,100.13,101.07,100.07,101.01,9166200
2023-01-11,101.60,102.00,101.04,101.98,7395400
2023-01-12,102.35,102.98,101.49,102.58,9883200
2023-01-13,101.71,102.54,101.45,102.46,14206900
2023-01-17,102.40,102.54,101.48,101.59,9274900
2023-01-18,101.94,102.17,99.62,99.68,15026000
2023-01-19,99.07,99.32,97.62,97.63,17155600
2023-01-20,97.71,99.02,97.31,98.99,12816500
2023-01-23,99.30,100.61,98.88,100.07,11113600
2023-01-24,99.51,101.03,98.99,100.73,11341200
2023-01-25,99.63,100.44,98.80,100.17,11728300
2023-01-26,100.88,100.88,99.47,100.72,14985500
2023-01-27,100.50,101.62,100.42,101.14,14187300
2023-01-30,100.51,101.49,100.07,100.15,10057900
2023-01-31,100.45,101.88,100.09,101.85,10367500
2023-02-01,101.44,103.33,100.98,102.59,16673700
2023-02-02,102.97,103.99,102.33,103.39,13459800
2023-02-03,102.72,103.70,102.58,102.85,13567600
2023-02-06,102.35,102.99,102.19,102.60,10260900
2023-02-07,102.30,103.19,101.25,102.92,10946100
2023-02-08,102.39,102.83,102.00,102.34,7429700
2023-02-09,102.84,103.08,101.14,101.42,8882400
2023-02-10,101.19,102.22,101.08,102.14,7710500
2023-02-13,102.34,103.13,102.16,103.07,5781400
2023-02-14,102.71,103.26,101.73,102.79,7722200
2023-02-15,102.22,103.46,102.02,103.43,6005600
2023-02-16,102.10,103.14,101.92,102.36,8838600
2023-02-17,102.29,103.09,101.89,103.03,8779000
2023-02-21,102.26,102.58,100.57,100.67,9805000
2023-02-22,100.76,101.25,100.00,100.42,8867100
2023-02-23,100.93,101.50,99.82,100.89,8995600
2023-02-24,99.85,100.47,99.40,100.31,9288400
2023-02-27,101.52,101.97,100.97,101.20,8677600
2023-02-28,101.07,101.60,100.87,100.97,10854200
2023-03-01,100.88,101.90,100.70,101.37,10365100
2023-03-02,100.76,102.76,100.76,102.56,10570200
2023-03-03,102.97,103.84,102.39,103.67,12097400
2023-03-06,103.74,104.18,103.33,103.48,9715000
2023-03-07,103.49,103.64,102.07,102.15,11034200
2023-03-08,102.23,102.64,101.65,102.39,11508800
2023-03-09,102.97,103.30,100.73,100.88,11018100
2023-03-10,100.72,101.23,98.69,99.00,27405100
2023-03-13,97.99,99.36,97.59,98.44,28616500
2023-03-14,99.70,100.49,98.32,99.48,15383900
2023-03-15,97.67,97.82,95.50,97.03,34251600
2023-03-16,96.40,98.57,96.13,98.28,24105200
2023-03-17,97.85,98.02,96.21,96.67,23170200
2023-03-20,96.71,97.79,96.71,97.55,14476200
2023-03-21,98.69,99.09,98.17,98.68,11495200
2023-03-22,98.65,99.14,96.75,96.79,14178400
2023-03-23,96.94,98.15,95.91,96.51,15857500
2023-03-24,95.79,96.98,95.19,96.91,15993200
2023-03-27,97.69,98.05,97.08,97.72,7668400
2023-03-28,97.53,98.61,97.53,98.22,9909000
2023-03-29,99.11,99.70,98.92,99.65,9387900
2023-03-30,100.14,100.34,99.54,99.86,8160100
2023-03-31,100.45,101.24,100.24,101.18,12006400
2023-04-03,100.96,101.77,100.63,101.36,11174100
2023-04-04,101.42,101.42,98.72,99.09,18801900
2023-04-05,98.58,99.02,97.50,97.80,16606700
2023-04-06,97.83,98.17,97.34,97.77,10886000
2023-04-10,97.39,98.68,97.39,98.66,10568900
2023-04-11,98.95,99.71,98.87,99.25,9753200
2023-04-12,99.79,100.17,99.31,99.58,11277200
2023-04-13,99.62,100.14,98.56,99.95,12289300
2023-04-14,99.61,100.38,99.24,99.83,9255000
2023-04-17,100.08,100.65,99.94,100.62,8007100
2023-04-18,101.11,101.70,100.73,101.10,9924700
2023-04-19,100.74,101.19,100.57,101.02,7734400
2023-04-20,100.43,101.23,100.43,100.84,9265100
2023-04-21,101.02,101.17,100.22,100.61,10668600
2023-04-24,100.61,101.20,100.45,100.85,6942000
2023-04-25,100.25,100.29,98.92,98.99,12306900
2023-04-26,98.35,98.61,96.92,97.12,16058800
2023-04-27,97.41,99.16,97.26,99.04,14421500
2023-04-28,98.92,100.16,98.92,100.00,10714800
2023-05-01,100.01,101.11,100.00,100.54,8551100
2023-05-02,100.18,100.36,98.36,99.49,12240400
2023-05-03,99.82,100.51,99.04,99.11,13371600
2023-05-04,99.01,99.22,97.49,98.03,15150000
2023-05-05,98.93,99.81,98.81,99.51,9231300
2023-05-08,99.90,100.07,98.79,99.15,7610200
2023-05-09,98.91,99.52,98.71,99.37,8068100
2023-05-10,100.00,100.12,97.88,99.01,12580500
2023-05-11,98.49,98.62,97.86,98.41,11573800
2023-05-12,98.84,99.15,97.75,98.48,8552400
2023-05-15,98.44,99.30,98.09,98.96,8433600
2023-05-16,98.49,98.59,97.62,97.62,9416200
2023-05-17,98.23,99.62,98.18,99.30,12387400
2023-05-18,99.14,100.18,98.86,100.02,10813000
2023-05-19,100.79,100.89,99.27,99.78,10028200
2023-05-22,99.82,100.38,98.95,99.76,9038600
2023-05-23,99.32,99.60,98.39,98.56,11744600
2023-05-24,98.27,98.30,97.15,97.29,11654900
2023-05-25,97.36,97.85,96.74,97.61,14259300
2023-05-26,97.90,98.72,97.78,98.34,10790500
2023-05-30,98.48,98.72,97.70,98.19,9828300
2023-05-31,97.81,97.95,96.53,96.85,13021500
2023-06-01,97.08,98.31,96.75,98.09,12573600
2023-06-02,99.12,101.24,99.06,100.94,21451300
2023-06-05,101.15,101.15,100.11,100.24,9655500
2023-06-06,100.00,101.03,99.91,100.87,10509400
2023-06-07,100.93,102.56,100.58,102.49,13384300
2023-06-08,102.31,102.91,101.83,102.67,10074600
2023-06-09,102.69,102.76,101.73,102.40,9870800
2023-06-12,102.50,103.31,102.12,103.13,9905000
2023-06-13,103.32,104.42,103.19,104.33,14474000
2023-06-14,104.62,104.87,103.60,104.05,14953600
2023-06-15,104.01,105.83,103.95,105.62,12776600
2023-06-16,105.95,106.60,105.29,105.45,14448400
2023-06-20,104.36,104.66,103.84,104.25,9527500
2023-06-21,103.71,105.13,103.49,104.83,12206200
2023-06-22,104.43,104.55,103.89,104.07,11641800
2023-06-23,103.17,103.68,102.91,103.28,11246200
2023-06-26,103.24,104.34,103.11,104.14,7639200
2023-06-27,104.36,105.51,104.18,105.39,8210200
2023-06-28,105.42,105.60,105.03,105.39,7866600
2023-06-29,105.27,106.44,105.19,106.41,10236000
2023-06-30,107.06,107.62,106.60,107.32,11431400
2023-07-03,106.91,107.55,106.47,107.34,6786800
2023-07-05,106.68,107.12,106.41,106.76,9504700
2023-07-06,105.92,106.29,105.34,105.96,11209500
2023-07-07,105.65,107.22,105.62,106.20,9359300
2023-07-10,106.23,107.71,106.22,107.71,11765400
2023-07-11,107.96,109.14,107.93,108.98,10283200
2023-07-12,109.86,109.88,108.67,108.79,13492900
2023-07-13,108.89,109.18,108.48,108.93,8964900
2023-07-14,108.85,108.89,108.06,108.61,9288100
2023-07-17,108.42,109.38,108.17,109.02,6517700
2023-07-18,109.07,110.00,109.02,109.63,8098000
2023-07-19,109.37,109.90,108.93,109.58,8563500
2023-07-20,109.76,110.35,109.37,110.07,10643900
2023-07-21,109.95,110.19,109.53,109.55,8993400
2023-07-24,109.51,110.16,109.44,109.80,6754800
2023-07-25,108.81,109.75,108.59,109.66,8768400
2023-07-26,110.04,110.54,109.87,110.43,10555200
2023-07-27,110.47,110.47,109.20,109.48,11837800
2023-07-28,110.35,110.37,109.74,110.16,7466600
2023-07-31,110.30,110.59,110.00,110.42,6587200
2023-08-01,110.24,111.12,110.06,110.75,9003600
2023-08-02,110.12,110.60,109.40,109.59,9905900
2023-08-03,109.19,109.45,108.73,108.90,7991700
2023-08-04,109.32,109.40,108.07,108.24,10631100
2023-08-07,108.65,109.72,108.60,109.57,8462600
2023-08-08,108.90,109.28,108.16,109.07,7669100
2023-08-09,109.08,109.50,108.60,109.01,7881500
2023-08-10,109.16,109.95,108.47,108.71,7259200
2023-08-11,108.48,109.17,108.42,108.89,5720300
2023-08-14,108.81,108.99,108.50,108.93,6113000
2023-08-15,108.22,108.34,107.42,107.54,6911700
2023-08-16,107.34,108.20,106.85,106.94,10281000
2023-08-17,107.32,107.50,106.01,106.04,10867800
2023-08-18,105.42,106.58,105.35,106.24,10763900
2023-08-21,106.22,106.45,105.36,106.11,6464700
2023-08-22,106.44,106.70,105.61,105.86,8152300
2023-08-23,105.86,107.07,105.86,106.95,7643300
2023-08-24,106.54,107.30,105.61,105.65,9483700
2023-08-25,106.20,106.91,105.31,106.54,13142500
2023-08-28,107.06,107.77,107.02,107.41,7673700
2023-08-29,107.33,108.29,107.01,108.23,9326500
2023-08-30,108.36,109.08,108.28,108.72,7849600
2023-08-31,108.90,109.15,108.21,108.23,5593400
2023-09-01,108.98,109.14,108.35,108.80,7034200
2023-09-05,108.61,108.64,106.93,106.97,8452200
2023-09-06,106.66,107.31,105.91,106.51,8586600
2023-09-07,106.11,106.62,105.50,106.16,7561200
2023-09-08,106.20,106.33,105.41,105.63,6828700
2023-09-11,105.89,106.10,105.08,105.66,6308000
2023-09-12,105.12,105.87,105.01,105.28,8099500
2023-09-13,105.14,105.48,104.10,104.58,10646100
2023-09-14,105.22,105.63,104.99,105.61,10123900
2023-09-15,105.21,105.65,104.70,105.00,11446100
2023-09-18,104.57,105.29,104.35,104.69,6446700
2023-09-19,104.43,104.60,103.50,104.25,7360600
2023-09-20,104.85,105.33,103.78,103.84,8286700
2023-09-21,103.46,103.50,102.10,102.14,8931200
2023-09-22,101.95,102.44,101.74,101.79,10971200
2023-09-25,101.35,102.34,101.32,102.30,7355500
2023-09-26,101.64,101.96,100.62,100.74,11490500
2023-09-27,101.35,101.81,100.69,101.49,12676700
2023-09-28,101.42,102.63,101.29,101.92,9804800
2023-09-29,102.54,102.63,101.04,101.38,11041900
2023-10-02,101.09,101.37,99.93,100.39,11079200
2023-10-03,100.04,100.78,99.28,99.69,12055500
2023-10-04,99.66,100.19,98.91,100.01,11394500
2023-10-05,99.87,100.13,99.01,99.42,10336400
2023-10-06,99.04,101.36,98.69,100.78,13842700
2023-10-09,101.17,102.48,100.98,102.36,11059700
2023-10-10,102.77,103.59,102.36,102.98,9658200
2023-10-11,103.25,103.65,102.79,103.60,7806500
2023-10-12,103.92,103.92,101.88,102.66,8102200
2023-10-13,102.77,103.15,101.30,101.75,9598000
2023-10-16,102.67,103.40,102.28,102.83,8344100
2023-10-17,102.37,103.82,102.33,103.15,10707200
2023-10-18,102.47,102.52,100.49,100.66,13582700
2023-10-19,100.86,101.45,99.52,99.73,12535100
2023-10-20,99.84,100.04,98.66,98.70,13641000
2023-10-23,98.55,99.62,98.19,98.24,12076800
2023-10-24,99.49,99.66,98.53,98.98,9324300
2023-10-25,98.83,98.92,97.67,97.71,10996000
2023-10-26,97.77,98.46,97.24,97.30,15387400
2023-10-27,97.35,97.51,96.12,96.44,13062000
2023-10-30,97.08,97.97,96.71,97.64,11242700
2023-10-31,97.42,98.47,97.27,98.36,10540200
2023-11-01,98.46,98.88,97.79,98.68,14715300
2023-11-02,99.77,100.81,99.55,100.71,10739800
2023-11-03,101.63,102.15,101.55,101.60,10001200
2023-11-06,101.68,101.73,100.85,101.33,6899400
2023-11-07,100.64,101.24,100.40,101.08,7244500
2023-11-08,101.30,101.63,100.90,101.31,7494200
2023-11-09,101.95,102.12,100.90,101.09,12232900
2023-11-10,101.65,102.66,101.29,102.55,9576200
2023-11-13,102.31,102.87,102.13,102.64,6598000
2023-11-14,103.89,105.12,103.89,104.70,12873000
2023-11-15,104.99,105.72,104.84,104.92,8516300
2023-11-16,105.03,105.52,104.52,104.94,8611100
2023-11-17,105.47,105.65,105.14,105.61,8034400
2023-11-20,105.50,106.21,105.06,105.93,7338700
2023-11-21,105.76,106.05,105.41,105.85,7676500
2023-11-22,105.82,106.41,105.61,106.08,9059700
2023-11-24,106.12,106.54,106.07,106.34,4439200
2023-11-27,106.00,106.09,105.58,105.74,9157900
2023-11-28,105.89,106.38,105.34,105.49,7976000
2023-11-29,106.08,106.42,105.68,105.89,9101400
2023-11-30,106.09,107.11,105.76,107.05,14101600
2023-12-01,107.15,108.81,107.07,108.74,13279800
2023-12-04,107.89,108.97,107.89,108.92,11010900
2023-12-05,108.46,108.63,107.90,108.04,10056300
2023-12-06,108.53,109.17,108.35,108.52,8336300
2023-12-07,108.76,108.94,108.31,108.62,8457600
2023-12-08,108.66,109.49,108.62,108.96,7150000
2023-12-11,109.24,110.13,109.18,110.00,9380200
2023-12-12,110.16,110.73,109.80,110.50,6524600
2023-12-13,110.50,111.94,109.92,111.73,12976800
2023-12-14,112.50,113.44,112.35,113.17,15473800
2023-12-15,112.90,113.38,112.47,113.02,13800900
2023-12-18,112.68,112.76,112.28,112.40,6977200
2023-12-19,112.72,113.39,112.65,113.27,5249400
2023-12-20,112.46,113.39,111.37,111.44,8329600
2023-12-21,112.23,112.64,111.72,112.59,6962100
2023-12-22,112.82,113.53,112.68,113.13,5500100
2023-12-26,113.22,114.20,113.05,113.93,5181600
2023-12-27,113.91,114.37,113.72,114.10,5893900
2023-12-28,113.97,114.37,113.82,114.13,8240700
2023-12-29,113.98,114.40,113.51,113.99,7936300
2024-01-02,113.23,113.94,112.49,112.84,8558700
2024-01-03,112.22,112.42,111.09,111.16,18631200
2024-01-04,111.36,112.24,111.23,111.30,10715900
2024-01-05,111.22,111.94,111.03,111.43,7888100
2024-01-08,111.13,112.16,110.64,112.16,10855900
2024-01-09,111.40,111.94,110.99,111.81,8452000
2024-01-10,111.83,112.52,111.73,112.38,9109100
2024-01-11,112.41,112.57,111.20,112.12,9081700
2024-01-12,112.50,112.75,111.67,112.11,6631000
2024-01-16,111.55,111.64,110.61,110.98,10834200
2024-01-17,110.19,110.94,109.95,110.23,7604700
2024-01-18,110.64,111.90,110.50,111.72,9060600
2024-01-19,111.98,112.74,111.10,112.45,10355700
2024-01-22,112.84,113.61,112.84,113.32,9912900
2024-01-23,113.35,113.72,112.74,113.23,10275200
2024-01-24,113.69,113.71,112.47,112.53,9638600
