Date,Open,High,Low,Close,Volume
2022-03-21,136.50,137.67,135.82,136.46,11473100
2022-03-22,136.60,136.79,135.99,136.49,8892100
2022-03-23,135.84,136.09,134.00,134.04,10013400
2022-03-24,134.54,135.64,134.25,135.64,7189200
2022-03-25,136.10,136.50,135.23,136.27,7040100
2022-03-28,136.50,137.30,136.01,137.26,8467000
2022-03-29,138.40,138.95,137.25,138.07,12327700
2022-03-30,138.09,138.89,137.64,138.34,10752900
2022-03-31,138.05,138.81,136.75,136.99,15843000
2022-04-01,137.37,138.12,136.45,138.07,20785700
2022-04-04,137.76,138.00,136.60,136.92,16769500
2022-04-05,136.57,138.84,136.50,137.21,15025100
2022-04-06,136.86,139.63,136.77,139.30,23197800
2022-04-07,138.80,142.34,138.80,141.98,18160200
2022-04-08,141.99,143.42,141.78,142.83,19102700
2022-04-11,142.42,143.00,139.78,139.99,16570700
2022-04-12,139.64,140.46,138.03,138.63,14085400
2022-04-13,138.62,139.45,137.90,139.31,15496400
2022-04-14,139.44,140.15,138.54,138.64,10993400
2022-04-18,138.50,138.82,136.53,137.11,10125000
2022-04-19,137.47,138.91,137.42,138.42,11733100
2022-04-20,138.80,140.82,138.64,140.28,13674800
2022-04-21,140.67,140.83,138.42,138.73,11409700
2022-04-22,137.48,137.52,133.53,133.67,17525300
2022-04-25,133.28,134.86,131.78,134.57,16501900
2022-04-26,133.76,134.48,132.01,132.20,20087700
2022-04-27,132.18,133.25,131.26,131.91,16726700
2022-04-28,132.84,134.17,131.61,133.73,15510700
2022-04-29,132.43,133.12,130.09,130.29,17430200
2022-05-02,130.18,130.91,127.38,129.48,23615100
2022-05-03,129.88,131.14,129.43,129.89,13585300
2022-05-04,129.68,133.25,128.59,132.77,19053500
2022-05-05,132.12,132.26,128.85,130.19,16119800
2022-05-06,128.93,130.14,128.27,129.78,21742300
2022-05-09,128.33,128.36,125.93,126.42,17289800
2022-05-10,127.74,128.22,125.70,126.87,21850200
2022-05-11,126.24,129.09,125.88,126.03,19987300
2022-05-12,125.57,127.33,125.28,127.25,17497100
2022-05-13,128.09,129.00,127.53,128.60,9841500
2022-05-16,128.45,130.43,128.42,129.55,8839800
2022-05-17,130.90,131.39,129.93,131.33,9058700
2022-05-18,130.44,130.76,127.53,127.94,10005000
2022-05-19,126.92,129.00,126.46,128.22,9672800
2022-05-20,129.08,130.06,127.33,129.78,12833700
2022-05-23,130.65,131.43,130.38,130.92,9196500
2022-05-24,130.54,131.53,129.70,131.31,9031300
2022-05-25,131.22,132.13,130.04,131.27,8532400
2022-05-26,131.60,132.33,131.22,131.83,9090100
2022-05-27,132.06,134.05,131.51,134.02,13696000
2022-05-31,132.84,133.08,131.16,132.23,11740800
2022-06-01,132.71,132.73,129.29,130.33,9259900
2022-06-02,130.50,131.39,128.17,131.36,9575400
2022-06-03,130.45,131.03,129.65,129.82,5852600
2022-06-06,130.75,131.02,129.49,129.84,7729000
2022-06-07,129.84,131.66,129.37,131.53,7219100
2022-06-08,131.16,131.64,130.12,130.49,5372000
2022-06-09,130.05,130.49,127.51,127.54,7772900
2022-06-10,126.03,126.66,125.00,125.49,11289000
2022-06-13,123.01,123.76,121.18,121.69,14886200
2022-06-14,121.55,121.86,119.67,120.53,9299500
2022-06-15,121.19,123.03,119.89,121.75,10301600
2022-06-16,119.52,120.04,118.75,119.96,9383300
2022-06-17,120.00,121.79,119.85,119.89,13724900
2022-06-21,121.06,123.15,120.66,122.60,7987200
2022-06-22,121.82,125.67,121.76,124.30,10188900
2022-06-23,124.88,127.19,124.88,127.09,11943300
2022-06-24,128.02,129.22,127.16,129.20,10448100
2022-06-27,129.20,130.23,128.79,129.68,8963600
2022-06-28,129.94,130.59,127.18,127.42,7518700
2022-06-29,127.59,129.17,127.39,128.53,9157700
2022-06-30,127.86,128.97,126.89,128.24,10697600
2022-07-01,128.29,129.85,126.86,129.68,9366600
2022-07-05,128.43,128.96,126.17,128.93,9987000
2022-07-06,129.11,130.47,128.88,129.80,9033300
2022-07-07,129.61,130.52,129.54,130.35,6805500
2022-07-08,129.98,132.04,129.85,130.74,6505800
2022-07-11,130.01,131.14,129.87,130.41,7027300
2022-07-12,130.00,130.88,128.17,128.75,9280400
2022-07-13,127.66,128.53,127.17,127.50,9296500
2022-07-14,126.04,127.32,125.23,127.13,7784800
2022-07-15,129.02,130.26,128.45,130.20,9684800
2022-07-18,130.33,130.45,127.02,127.45,7047700
2022-07-19,128.81,129.84,128.25,129.62,6585700
2022-07-20,129.44,129.61,127.82,128.34,7599500
2022-07-21,128.72,130.37,128.39,130.37,9507700
2022-07-22,130.67,130.92,129.04,129.83,8657100
2022-07-25,129.93,130.75,129.81,130.51,5489000
2022-07-26,130.88,131.99,130.53,131.18,7482400
2022-07-27,131.10,132.59,130.49,132.00,7680700
2022-07-28,132.17,133.81,129.92,132.84,11052600
2022-07-29,132.17,132.64,131.47,132.40,8309500
2022-08-01,131.66,132.38,131.12,131.42,7665400
2022-08-02,131.74,132.80,130.88,130.95,7935100
2022-08-03,131.66,132.67,131.30,132.15,6825700
2022-08-04,132.46,132.49,131.29,131.50,5493000
2022-08-05,130.68,131.51,130.37,131.45,8883400
2022-08-08,131.70,132.63,131.09,131.76,7075100
2022-08-09,131.93,132.56,131.05,131.36,5802500
2022-08-10,132.76,132.89,132.02,132.79,6736300
2022-08-11,132.39,133.69,131.65,131.93,8471400
2022-08-12,132.25,133.68,132.03,133.62,7515500
2022-08-15,133.55,134.47,133.07,134.29,7486100
2022-08-16,134.00,134.38,133.41,133.93,7138400
2022-08-17,133.15,133.92,132.95,133.15,7251800
2022-08-18,133.11,133.38,131.85,132.56,7053600
2022-08-19,132.56,133.56,132.37,132.92,5946500
2022-08-22,132.10,132.52,130.74,131.18,6420400
2022-08-23,130.60,130.74,128.99,129.35,7501900
2022-08-24,129.48,130.01,129.04,129.51,6719500
2022-08-25,130.06,130.98,129.15,130.94,5636600
2022-08-26,130.98,130.99,127.19,127.29,9044500
2022-08-29,126.52,127.19,125.74,126.40,6727700
2022-08-30,126.85,126.85,125.25,125.56,7910500
2022-08-31,125.97,126.76,124.74,124.76,8954500
2022-09-01,124.56,126.87,124.39,126.81,11212400
2022-09-02,127.54,127.66,124.45,124.99,9730300
2022-09-06,125.48,126.68,124.76,125.11,9663400
2022-09-07,125.08,127.36,124.68,127.15,9038300
2022-09-08,126.68,129.40,126.42,129.36,9394800
2022-09-09,129.68,130.85,129.44,130.50,8880400
2022-09-12,131.00,132.05,130.65,131.37,7982400
2022-09-13,129.28,129.57,126.69,127.03,11928500
2022-09-14,127.45,128.20,126.26,127.10,8080100
2022-09-15,127.65,129.03,127.52,127.81,8624200
2022-09-16,127.41,127.73,126.47,127.45,10810100
2022-09-19,126.14,126.29,124.46,126.26,9430100
2022-09-20,125.41,125.60,124.01,124.78,9010600
2022-09-21,125.28,126.11,122.68,122.71,11642400
2022-09-22,122.52,124.20,122.00,123.36,9505600
2022-09-23,122.70,122.95,121.20,122.73,16611100
2022-09-26,122.00,122.59,121.02,121.56,10450600
2022-09-27,122.41,123.20,120.70,121.19,13239900
2022-09-28,122.89,124.46,122.10,123.84,16360000
2022-09-29,123.47,123.77,121.97,122.80,10791700
2022-09-30,122.81,123.66,120.97,121.11,12389800
2022-10-03,121.99,124.07,121.62,123.60,9326800
2022-10-04,124.63,126.52,124.34,126.47,13717900
2022-10-05,125.66,127.55,125.19,126.89,9913400
2022-10-06,126.42,126.81,124.94,125.27,9399300
2022-10-07,124.32,124.54,121.92,122.62,10068700
2022-10-10,122.91,123.08,121.38,121.85,8377800
2022-10-11,121.60,123.80,121.29,122.50,10792900
2022-10-12,122.89,123.62,121.87,121.90,9292800
2022-10-13,120.15,125.33,119.95,124.74,14063600
2022-10-14,125.47,126.40,123.52,123.90,11442300
2022-10-17,124.69,126.14,124.54,125.89,8420400
2022-10-18,127.76,127.80,125.97,126.59,10016700
2022-10-19,126.20,126.21,123.73,124.82,7676200
2022-10-20,124.60,125.51,123.60,123.76,7196600
2022-10-21,123.67,126.88,123.01,126.54,8433100
2022-10-24,127.60,129.37,127.60,128.98,7411300
2022-10-25,128.59,130.11,128.52,129.96,7174200
2022-10-26,130.36,132.62,130.32,131.40,8277100
2022-10-27,131.70,131.72,130.51,130.71,6496800
2022-10-28,130.91,132.96,130.50,132.86,6267100
2022-10-31,132.17,133.27,131.87,132.75,7852800
2022-11-01,132.91,133.57,131.41,132.83,8033300
2022-11-02,132.52,134.03,130.50,130.57,10228700
2022-11-03,129.62,130.74,128.70,130.02,7916600
2022-11-04,131.00,131.28,128.97,130.81,8082200
2022-11-07,131.02,132.56,130.53,132.21,6054400
2022-11-08,132.24,133.89,131.33,132.87,8930700
2022-11-09,132.66,133.55,131.28,131.44,8963500
2022-11-10,134.47,135.05,132.66,134.78,12416800
2022-11-11,134.61,134.63,131.40,133.13,10487200
2022-11-14,133.53,134.84,133.20,133.25,10552600
2022-11-15,134.10,134.66,131.97,133.08,8184100
2022-11-16,133.41,134.31,132.79,133.02,6122200
2022-11-17,131.97,133.50,131.86,132.96,6498700
2022-11-18,134.09,134.80,133.65,134.57,6720700
2022-11-21,134.29,135.21,134.14,134.63,7995200
2022-11-22,134.95,135.90,134.93,135.80,5931100
2022-11-23,135.82,136.54,135.48,136.34,5340600
2022-11-25,136.50,137.26,136.48,137.15,3256000
2022-11-28,136.73,137.54,135.85,136.12,5026800
2022-11-29,135.83,136.05,135.05,135.78,5439600
2022-11-30,135.98,139.11,135.26,139.02,9377400
2022-12-01,139.82,140.16,138.67,139.42,15140200
2022-12-02,138.02,139.97,138.02,139.78,7779800
2022-12-05,138.88,139.20,137.97,138.44,6921500
2022-12-06,138.18,138.62,136.71,137.39,8171500
2022-12-07,137.39,138.92,137.35,138.52,7427000
2022-12-08,138.76,139.93,138.49,139.77,6765000
2022-12-09,139.58,140.00,137.94,137.98,6203000
2022-12-12,138.07,139.45,138.07,139.45,5669700
2022-12-13,141.35,141.77,138.91,139.88,9886500
2022-12-14,139.82,141.28,138.92,140.10,10882200
2022-12-15,138.85,139.20,137.04,137.53,8746700
2022-12-16,136.49,136.58,134.78,135.53,10843900
2022-12-19,134.93,135.18,133.86,134.47,6801600
2022-12-20,134.52,134.96,133.71,134.44,4815500
2022-12-21,135.26,136.63,134.84,136.21,5937500
2022-12-22,135.45,136.06,134.26,136.02,5483300
2022-12-23,135.89,136.23,135.10,136.10,3766900
2022-12-27,136.36,136.47,135.21,135.75,7050500
2022-12-28,136.20,136.86,134.82,134.87,5054200
2022-12-29,135.71,137.04,135.40,136.34,6297300
2022-12-30,135.88,136.02,134.47,135.85,6369500
2023-01-03,135.96,136.33,134.43,135.46,7239200
2023-01-04,136.22,136.57,134.94,135.82,8469800
2023-01-05,134.92,135.25,133.90,134.43,6714200
2023-01-06,135.33,136.04,133.61,135.67,7175700
2023-01-09,135.81,135.85,133.22,133.40,7719500
2023-01-10,133.35,134.73,133.15,134.52,7675200
2023-01-11,134.61,135.30,133.99,135.28,7307200
2023-01-12,134.99,135.41,133.54,134.85,7580500
2023-01-13,134.11,135.86,134.05,135.45,6334100
2023-01-17,135.38,135.61,134.64,134.82,6664100
2023-01-18,134.82,135.17,132.79,132.92,10629100
2023-01-19,132.53,133.77,132.26,133.24,9902300
2023-01-20,133.54,134.01,132.52,133.91,5962200
2023-01-23,133.99,135.12,133.69,134.37,7211000
2023-01-24,133.70,134.48,132.62,133.48,5754800
2023-01-25,132.59,133.55,132.21,133.52,5999000
2023-01-26,133.83,133.95,132.73,133.77,6861100
2023-01-27,133.57,133.71,132.69,132.86,5854600
2023-01-30,132.61,133.44,131.46,131.66,7055400
2023-01-31,131.96,133.38,131.83,133.36,6290600
2023-02-01,133.36,134.81,132.36,133.99,11843000
2023-02-02,133.01,133.26,132.13,133.08,11274600
2023-02-03,133.17,133.60,132.25,132.69,10046800
2023-02-06,132.50,132.78,131.77,131.95,7328300
2023-02-07,131.49,133.19,131.03,132.80,7551000
2023-02-08,132.32,133.15,132.21,132.41,5614100
2023-02-09,132.74,133.25,131.04,131.25,8085700
2023-02-10,131.43,132.63,131.25,132.49,6198600
2023-02-13,132.51,133.60,132.51,133.59,6300300
2023-02-14,133.77,134.01,132.13,132.80,6905900
2023-02-15,132.28,132.46,131.69,132.14,6491900
2023-02-16,130.93,131.99,130.54,130.82,8008000
2023-02-17,130.20,132.23,130.08,131.99,10798800
2023-02-21,131.03,131.57,130.09,130.28,9066200
2023-02-22,130.42,130.73,129.57,129.84,7318900
2023-02-23,129.81,130.85,129.24,130.19,9955500
2023-02-24,129.09,129.34,128.13,128.51,9008000
2023-02-27,129.21,129.57,127.83,128.12,6463900
2023-02-28,127.83,127.91,127.06,127.17,10282800
2023-03-01,126.56,127.24,126.41,126.96,11101000
2023-03-02,126.39,128.10,126.39,127.74,10203100
2023-03-03,128.33,129.22,127.69,129.17,10048000
2023-03-06,129.26,129.70,128.81,129.11,8153400
2023-03-07,129.37,129.52,126.81,127.03,9604400
2023-03-08,126.77,127.16,125.84,126.35,10793200
2023-03-09,126.84,127.05,124.56,125.07,13270300
2023-03-10,124.86,125.90,123.67,124.15,20483200
2023-03-13,123.75,127.02,123.60,125.31,21294200
2023-03-14,126.16,126.82,125.17,126.43,14582900
2023-03-15,125.07,126.50,124.84,126.32,17244600
2023-03-16,125.37,127.56,125.02,127.50,16011400
2023-03-17,127.39,127.49,125.46,125.86,15071400
2023-03-20,125.58,127.15,125.58,126.96,10592100
2023-03-21,127.45,127.88,126.68,127.73,8816300
2023-03-22,127.80,128.27,125.78,125.80,10480000
2023-03-23,126.32,127.08,124.84,125.56,10092300
2023-03-24,125.44,127.42,124.97,127.30,8163700
2023-03-27,128.20,128.78,127.67,127.82,9455400
2023-03-28,127.69,128.15,126.74,127.05,8037400
2023-03-29,127.68,127.84,126.85,127.40,8183100
2023-03-30,128.09,128.13,127.28,128.09,6820400
2023-03-31,128.52,129.53,128.45,129.46,9202500
2023-04-03,129.56,131.06,129.20,130.91,8937300
2023-04-04,131.05,131.69,130.69,130.93,9052600
2023-04-05,131.66,133.42,131.51,133.19,12325800
2023-04-06,133.71,134.11,133.07,133.52,8276300
2023-04-10,133.16,133.50,132.46,133.43,8024300
2023-04-11,133.74,134.37,133.66,133.88,8887500
2023-04-12,134.40,134.90,133.68,133.92,8988600
2023-04-13,134.49,135.81,134.20,135.66,9373500
2023-04-14,135.35,135.64,134.07,134.57,6632100
2023-04-17,134.61,134.76,133.76,134.46,7187000
2023-04-18,134.73,134.73,133.36,133.54,7194200
2023-04-19,133.58,134.15,133.17,133.95,7048100
2023-04-20,133.31,133.60,132.77,133.40,6672000
2023-04-21,134.13,134.75,133.71,134.30,6535900
2023-04-24,134.44,135.09,134.10,135.05,6299800
2023-04-25,134.85,135.26,133.42,133.61,7752000
2023-04-26,132.43,132.52,130.92,131.71,10128800
2023-04-27,131.77,132.59,130.62,132.40,10008900
2023-04-28,132.24,133.91,132.03,133.53,7917300
2023-05-01,133.72,134.76,133.46,134.22,6793900
2023-05-02,134.00,134.85,132.68,133.64,14365800
2023-05-03,134.26,134.90,133.27,133.46,8961500
2023-05-04,132.90,132.98,131.84,132.40,9625300
2023-05-05,133.27,134.05,132.83,133.59,7650300
2023-05-08,133.39,133.43,132.68,133.30,5305700
2023-05-09,132.79,133.42,132.37,132.41,6452700
2023-05-10,132.79,133.11,132.00,132.78,6556600
2023-05-11,132.50,132.58,131.54,132.37,8764800
2023-05-12,132.57,132.85,131.60,132.19,6626800
2023-05-15,132.21,132.30,131.39,131.96,5725600
2023-05-16,131.68,131.73,130.83,130.86,7106000
2023-05-17,131.08,131.19,129.56,131.02,15512700
2023-05-18,130.74,130.91,129.69,130.70,12196900
2023-05-19,131.00,132.19,130.94,131.31,9277000
2023-05-22,131.50,132.36,131.13,131.44,12856100
2023-05-23,130.91,131.10,129.71,130.00,8723100
2023-05-24,129.75,129.78,128.81,129.11,7952900
2023-05-25,128.49,128.66,126.91,127.79,13737000
2023-05-26,127.67,128.87,127.29,127.53,8794900
2023-05-30,126.89,127.87,126.42,126.74,12114500
2023-05-31,126.39,128.05,126.05,127.83,15099100
2023-06-01,127.95,128.92,126.96,128.67,9751900
2023-06-02,129.08,130.55,128.78,130.32,10293000
2023-06-05,130.61,131.38,130.45,130.79,7880200
2023-06-06,131.32,131.36,129.13,129.70,9413500
2023-06-07,129.59,129.77,129.00,129.19,7519600
2023-06-08,129.21,130.20,128.78,130.02,6583100
2023-06-09,130.05,130.87,129.34,130.42,10446100
2023-06-12,130.35,130.92,129.84,130.89,7321100
2023-06-13,130.60,131.75,130.47,131.55,8362700
2023-06-14,130.88,130.99,129.70,130.20,12401600
2023-06-15,130.21,132.40,130.19,132.22,10598600
2023-06-16,132.56,133.25,132.07,132.21,10535000
2023-06-20,130.41,132.10,130.39,131.52,8585100
2023-06-21,131.20,131.99,130.59,131.54,9444800
2023-06-22,131.74,132.63,131.57,132.44,8036400
2023-06-23,132.26,132.54,131.64,132.00,8096500
2023-06-26,131.67,131.88,129.98,131.25,7092800
2023-06-27,131.25,131.39,130.04,130.95,8578200
2023-06-28,130.92,130.95,130.11,130.53,10897800
2023-06-29,130.23,131.46,130.01,131.38,7843300
2023-06-30,131.91,133.04,131.83,132.73,8260900
2023-07-03,132.35,132.35,131.08,131.64,5240300
2023-07-05,131.36,131.85,131.06,131.57,7942100
2023-07-06,130.69,131.01,130.19,130.52,8213100
2023-07-07,129.80,130.26,128.93,129.00,8749700
2023-07-10,129.01,130.18,129.00,130.02,7476500
2023-07-11,129.84,130.47,129.48,130.05,7278300
2023-07-12,130.38,130.50,129.49,129.70,11900400
2023-07-13,130.03,130.36,129.62,129.75,7526200
2023-07-14,130.73,132.12,130.59,131.70,13298600
2023-07-17,131.35,131.63,130.61,131.10,7905000
2023-07-18,131.15,132.57,130.91,132.07,8130300
2023-07-19,132.72,133.51,132.45,132.68,12484000
2023-07-20,133.57,135.43,133.47,134.88,12650200
2023-07-21,135.01,136.66,134.78,136.24,11308900
2023-07-24,136.24,136.85,135.82,135.94,12034000
2023-07-25,135.03,136.43,134.85,135.88,7802900
2023-07-26,135.23,136.23,134.88,135.79,8205300
2023-07-27,135.99,136.48,134.76,134.79,8800800
2023-07-28,135.20,135.42,134.42,135.19,6897600
2023-07-31,134.95,135.00,133.65,134.15,9735900
2023-08-01,133.84,134.33,133.12,133.45,10555300
2023-08-02,133.48,134.39,133.18,133.54,13873000
2023-08-03,133.10,133.27,132.61,132.87,11863400
2023-08-04,132.91,133.73,132.07,132.40,12631200
2023-08-07,132.80,134.06,132.73,133.93,8165600
2023-08-08,134.78,135.13,134.04,134.96,12601200
2023-08-09,134.84,135.65,134.75,134.92,9833600
2023-08-10,135.25,136.53,134.69,134.83,9541700
2023-08-11,134.79,135.83,134.47,135.67,7674400
2023-08-14,135.69,136.51,135.57,136.08,8723300
2023-08-15,135.74,136.14,135.43,135.58,9118500
2023-08-16,135.36,135.80,134.52,134.55,9462400
2023-08-17,134.07,134.54,133.42,133.48,11163800
2023-08-18,133.22,133.88,133.10,133.53,9463000
2023-08-21,133.48,133.83,133.06,133.67,6872400
2023-08-22,133.47,133.79,133.13,133.20,6939400
2023-08-23,134.00,134.30,133.21,133.60,7276800
2023-08-24,133.34,134.39,132.44,132.44,10241700
2023-08-25,132.87,133.88,132.42,133.41,8509100
2023-08-28,133.88,134.31,133.23,133.72,6768400
2023-08-29,133.90,134.92,133.72,134.92,10737000
2023-08-30,135.25,135.66,134.70,134.82,7892700
2023-08-31,134.84,134.91,133.18,133.21,7540200
2023-09-01,134.24,134.24,133.22,133.57,10183900
2023-09-05,133.64,133.74,132.19,132.19,11042600
2023-09-06,132.03,132.16,130.83,131.47,12840000
2023-09-07,131.87,132.63,131.77,132.06,11055700
2023-09-08,131.78,132.46,131.75,132.06,8716900
2023-09-11,132.00,133.23,131.98,132.97,7179000
2023-09-12,132.57,133.15,131.85,132.80,6941700
2023-09-13,132.48,133.35,132.44,132.82,6430300
2023-09-14,133.57,133.65,132.84,133.24,6433300
2023-09-15,132.92,133.55,132.10,132.19,9611900
2023-09-18,131.86,131.99,130.95,131.45,6559400
2023-09-19,131.23,131.84,130.68,131.56,6252400
2023-09-20,132.14,132.51,131.55,131.57,6350700
2023-09-21,131.32,131.54,130.36,130.42,7979500
2023-09-22,130.25,130.92,130.00,130.15,7790300
2023-09-25,130.02,130.90,129.66,130.86,6826300
2023-09-26,130.26,130.68,129.65,129.75,8200700
2023-09-27,129.99,130.12,128.15,129.10,9888600
2023-09-28,129.32,130.09,129.32,129.72,9129000
2023-09-29,130.00,130.12,128.54,128.74,12692700
2023-10-02,128.33,128.60,127.06,128.56,16035100
2023-10-03,127.93,128.20,126.88,127.42,11971100
2023-10-04,127.53,128.14,126.93,127.96,10064300
2023-10-05,128.25,128.89,127.52,128.66,9609700
2023-10-06,128.30,130.42,128.23,130.01,10692400
2023-10-09,129.65,130.58,129.13,130.46,8047600
2023-10-10,130.42,131.67,129.97,131.08,8154900
2023-10-11,131.24,131.45,129.92,130.50,9591800
2023-10-12,130.60,130.85,129.28,129.38,10927700
2023-10-13,129.86,130.94,129.46,130.19,11383800
2023-10-16,130.71,131.92,130.60,131.17,10545000
2023-10-17,130.54,131.71,130.44,130.99,9149900
2023-10-18,131.17,131.54,129.62,129.85,10085700
2023-10-19,129.68,129.82,127.77,128.57,15492500
2023-10-20,128.31,128.98,128.04,128.06,12296800
2023-10-23,127.97,128.40,127.14,127.26,12344200
2023-10-24,126.85,128.05,126.85,127.65,9375900
2023-10-25,127.07,127.46,125.57,126.51,11427000
2023-10-26,125.47,126.41,125.16,125.26,14699100
2023-10-27,124.91,125.07,122.59,123.14,13566100
2023-10-30,123.78,124.21,122.89,123.83,15224500
2023-10-31,124.27,124.70,123.55,124.54,13917400
2023-11-01,124.39,125.41,124.17,124.80,13802600
2023-11-02,125.28,126.89,124.95,126.78,11894000
2023-11-03,127.65,128.20,127.20,127.41,11635600
2023-11-06,127.95,128.46,127.43,128.26,8425100
2023-11-07,128.21,128.66,127.87,128.35,8241900
2023-11-08,128.89,128.89,127.39,128.17,10021100
2023-11-09,128.05,128.20,125.40,125.52,13905500
2023-11-10,126.00,126.45,124.60,126.27,10401300
2023-11-13,126.40,127.25,125.67,127.00,11373800
2023-11-14,127.73,128.71,127.41,127.86,11216900
2023-11-15,127.95,128.47,127.64,127.96,9262700
2023-11-16,128.34,128.78,127.85,128.51,7665900
2023-11-17,128.78,128.99,127.86,128.25,6766100
2023-11-20,127.75,129.31,127.66,129.03,6910000
2023-11-21,129.47,130.07,129.31,129.81,8373000
2023-11-22,130.24,130.74,130.07,130.43,6737700
2023-11-24,130.69,131.16,130.68,131.13,3708800
2023-11-27,130.85,131.29,130.07,130.31,10530200
2023-11-28,130.08,130.37,129.55,129.64,6261300
2023-11-29,129.50,130.38,129.44,129.68,6979000
2023-11-30,129.78,131.39,129.33,131.31,7743100
2023-12-01,131.13,131.97,131.03,131.83,9370900
2023-12-04,131.48,132.33,131.44,132.08,6943900
2023-12-05,131.81,132.12,131.09,131.91,6581000
2023-12-06,132.20,132.45,131.75,132.01,6210400
2023-12-07,132.03,132.35,131.25,131.85,6396700
2023-12-08,131.94,132.38,131.28,132.07,6007600
2023-12-11,132.78,133.19,132.13,132.94,9016800
2023-12-12,133.13,133.70,132.50,133.51,6779000
2023-12-13,132.94,136.01,132.76,135.97,9074300
2023-12-14,136.43,136.51,134.80,135.31,10098700
2023-12-15,134.68,134.94,133.66,134.16,8296600
2023-12-18,134.06,134.20,133.43,133.78,5944300
2023-12-19,133.95,134.75,133.74,134.68,6358200
2023-12-20,134.60,134.68,132.72,132.73,7299000
2023-12-21,133.53,134.45,133.22,134.35,5606800
2023-12-22,134.68,135.44,134.48,135.02,5355100
2023-12-26,134.91,135.68,134.74,135.32,3688600
2023-12-27,135.17,135.98,135.14,135.89,5444100
2023-12-28,136.00,136.70,135.98,136.24,5800200
2023-12-29,136.24,136.62,135.82,136.38,5590000
2024-01-02,136.04,139.05,135.97,138.78,11785900
2024-01-03,139.24,139.53,138.38,138.55,9585000
2024-01-04,138.98,140.00,138.74,139.24,11649200
2024-01-05,138.92,139.70,138.53,139.12,9437700
2024-01-08,139.16,140.38,138.59,140.35,7999400
2024-01-09,140.20,141.56,139.87,140.33,9201300
2024-01-10,140.41,141.14,139.88,140.97,9773300
2024-01-11,140.79,141.03,140.00,140.87,7182300
2024-01-12,140.48,141.16,140.05,140.52,8026400
2024-01-16,140.17,140.36,139.46,139.68,7426900
2024-01-17,139.45,140.09,139.01,139.40,8337200
2024-01-18,138.20,139.51,137.52,139.38,8929300
2024-01-19,139.46,139.82,138.69,139.46,8842000
2024-01-22,139.58,140.44,139.23,140.07,7831400
2024-01-23,139.89,140.06,138.97,139.97,6407400
2024-01-24,140.34,140.68,138.67,138.69,9104900
